gene_id	fpkmCrl	fpkmA549
ABCF1	6.02943502634395	4.6752799949033
ABCF2	32.9511860424091	36.7067407131153
ABCF3	24.8464696584478	15.6654983414093
ABCG1	0.0607565352952118	1.80478359984565
ABCG2	0.183691485585776	27.8847694917924
ABCG4	0.0277892547886367	0
ABCG5	0	0.069783097191987
ABCG8	0	0
ABHD1	0.151574237323128	1.45670394326237
ABHD10	18.4362451538929	21.0007994168384
ABHD11	11.474151514399	9.73833414426046
ABHD12	30.9407788739467	47.4753886580909
ABHD12B	0	0
ABHD13	4.66446836231763	3.94959163484535
ABHD14A	1.97472510456332	2.93297788098216
ABHD14A-ACY1	0	0
ABHD14B	7.7885982638307	8.83836053547389
ABHD15	3.18305898378568	10.8969022249237
ABHD16A	3.33230545496271	1.96309800498491
ABHD16B	2.76099945253522	2.57305022254713
ABHD17A	36.4930931538306	9.90442516829638
ABHD17B	5.58750136690735	11.0495906734383
ABHD17C	3.18817147927452	3.39097889426688
ABHD2	6.77229137485745	18.0322339570917
ABHD3	2.54379187192215	10.6493081240356
ABHD4	3.39515386982416	12.0172517804647
ABHD5	10.0024111396714	5.2326749697446
ABHD6	3.24342800154504	6.46567910631142
ABHD8	3.49962014274182	5.38494573453734
ABI1	14.5574709080211	16.3344186690787
ABI2	6.58414021087169	5.31206416925251
ABI3	0.0518353591226402	0
ABI3BP	0.147236714082921	0.214396694504899
ABL1	13.5789478106817	14.6457260573832
ABL2	10.6637917928972	4.30345549101504
ABLIM1	1.68397915657567	11.7471051688502
ABLIM2	0	0.26325880282566
ABLIM3	5.45667254363259	0.662138156028352
ABO	0	0
ABR	8.32936904283455	19.6355676773425
ABRA	0	0
ABRACL	21.9881653418449	29.3810044958804
ABT1	15.4203312589971	16.9247786347576
ABTB1	2.27564963169155	0.852082862877083
ABTB2	0.624103664851961	4.79056820369084
ACAA1	16.1485244070767	14.9272613545521
ACAA2	20.5472507767932	42.7281468868924
ACACA	5.88941652241763	15.3019033753397
ACACB	0.248671075334349	2.35881588440258
ACAD10	2.95925971514077	5.86967240180198
ACAD11	1.5399616730298	0.161452352411664
ACAD8	9.89603279169715	6.51707212474481
ACAD9	18.7288189070009	20.4015595574338
ACADL	0	0.0767642218808183
ACADM	16.2558354205025	13.7126864648307
ACADS	6.85303132773994	8.78147274868603
ACADSB	4.35257052537101	5.48752858908529
ACADVL	120.764558831532	94.2350888609417
ACAN	0.753034624860201	0.0215709029746711
ACAP1	1.88373364811613	1.9902498620701
ACAP2	17.676096801362	6.92285036673606
ACAP3	15.5413509270103	6.3178085004755
ACAT1	39.0050084979581	36.4096104869343
ACAT2	24.0130158467359	35.4187232387882
ACBD3	40.4762019513731	27.1778580459979
ACBD4	1.40499487870177	6.90064317588042
ACBD5	12.6612206611461	22.337715348372
ACBD6	27.0233393763372	51.3616614567575
ACBD7	1.03535200966528	1.46992310074458
ACCS	1.99248088807825	6.96317603547031
ACCSL	0	0
ACD	7.31696219732233	12.3221525334269
ACE	0.335547358418385	0
ACE2	0	0
ACER1	0	0
ACER2	0.84186014383931	0.936113522345635
ACER3	4.62900654709783	8.87131975152648
ACHE	0.217594584448885	0.316847329408173
ACIN1	21.1773653179618	22.737736372128
ACKR2	0.0368299254368168	0
ACKR3	0.467185322044807	6.98426356781517
ACKR4	2.98545650798586	0
ACLY	109.107580894126	301.46733727832
ACMSD	0	0.153466537131087
ACN9	4.50463143986214	10.8345134827144
ACO1	48.4598802991062	25.1227877627044
ACO2	17.3977777964562	17.820829614708
ACOT1	3.47138160334377	5.11427234989349
ACOT11	1.22692896579702	1.01552715943251
ACOT12	0	0
ACOT13	5.28525793279793	15.131961405525
ACOT2	12.7732306304012	17.7389854647977
ACOT4	0.869109369991819	2.68684201287822
ACOT6	0	0.379837337410276
ACOT7	13.2410012075376	9.52693404251715
ACOT8	16.8266919424893	12.5776694980912
ACOT9	51.8751975196281	65.3977332279477
ACOX1	10.8988761143325	12.0381139956066
ACOX2	2.80098486551149	1.49318792884301
ACOX3	9.83815514541321	6.0634327905714
ACOXL	0	0.0808061596783645
ACP1	44.2413877976204	105.147339437285
ACP2	14.4293472209311	8.92799246420297
ACP5	0.724832542540214	0.211090966214696
ACP6	1.45369641179089	6.45617845861816
ACPP	0.171640803020752	0
ACPT	0.570615738485531	1.8517070198751
ACR	0	0
ACRBP	0	0.101438436056796
ACRC	0.757009153038445	0.360755461692035
ACRV1	0.155026461945434	0.270887553085478
ACSBG1	0.257027183619916	0.128319963616014
ACSBG2	0.0380923712894953	0.199683636980638
ACSF2	5.61278266835691	10.6775969724622
ACSF3	4.72951964746675	7.77544677969787
ACSL1	11.7748792990249	4.35705716612152
ACSL3	30.7614576051912	69.8286875303458
ACSL4	44.1931818685535	15.6375417714542
ACSL5	0.380483516182927	0.102283529181698
ACSL6	0	0
ACSM1	0	0
ACSM2A	0	0
ACSM2B	0	0
ACSM3	0	2.75794936293548
ACSM4	0.125902993660887	0
ACSM5	0	0.0791261979386896
ACSS1	0.462273039146902	3.51612720278367
ACSS2	9.0268835622072	7.07696933911778
ACSS3	4.65657459318862	0.126150816070632
ACTA1	0.0733374340179577	0.128147142116194
ACTA2	401.905471035435	3.82457616706914
ACTB	2076.81380008528	1207.54201508727
ACTBL2	0.0389925132533717	0
ACTC1	4.55006451046303	0
ACTG1	2536.18441240914	2135.87381506867
ACTG1P4	0	0.0960133733817096
ACTG2	4.20136956531772	0.143947432709946
ACTL10	1.18200985168558	0.375527392289193
ACTL6A	39.5292731595368	56.9213114832574
ACTL6B	0	0
ACTL7A	0	0
ACTL7B	0	0.135347443842495
ACTL8	0	1.63873848045252
ACTL9	0	0
ACTN1	195.302801550319	74.6248850970779
ACTN1-AS1	0.732141778263309	0.31982942192025
ACTN2	0	0
ACTN3	0.0329120850760553	0
ACTN4	133.993533478554	269.214565883737
ACTR10	35.8385360477006	20.9265655326855
ACTR1A	88.9285573726244	64.9621385057896
ACTR1B	51.0845653540575	25.7457702879104
ACTR2	84.9450858644134	60.0891641183499
ACTR3	122.788460845649	72.7077795752205
ACTR3B	1.43232498684052	4.05624933514729
ACTR3BP2	0	0
ACTR3BP5	0	0
ACTR3C	0.154367242404914	0.134867828520587
ACTR5	2.86594972412282	10.6320622809197
ACTR6	9.14510490956676	18.3147718622238
ACTR8	20.4556666063118	9.47544428427627
ACTRT1	0	0
ACTRT2	0	0
ACTRT3	3.26554991054474	2.18733914991435
ACVR1	6.21818640143551	3.00794412776931
ACVR1B	3.86030759337644	5.07885921047669
ACVR1C	0.0480450378368444	0
ACVR2A	1.86489897349476	1.75196562366552
ACVR2B	0.354649296965031	1.39014046836222
ACVR2B-AS1	0.0866052401722999	0.453992459743654
ACVRL1	6.69199912824309	0
ACY1	0.392926360252557	0.343292554496479
ACY3	0	1.76747838429612
ACYP1	9.10212185109975	16.1837439156419
ACYP2	3.8447962637247	3.59348574628786
ADA	7.73806425513161	21.7841710864496
ADAD1	0	0
ADAD2	0	0
ADAL	2.51882617263138	1.50570942090878
ADAM10	28.9519177790422	44.559733878038
ADAM11	0.149356922765715	0.782942424860771
ADAM12	11.9377593916508	0.256208018906157
ADAM15	24.9523069804364	20.0932834321397
ADAM17	15.4699651775232	28.8624785621975
ADAM18	0	0
ADAM19	35.7886903453173	4.00720801227008
ADAM1A	0.460328662979925	0.871391538764752
ADAM2	0	0
ADAM20	0.0780688813739549	0.0682073498360389
ADAM20P1	0.0717904347506046	0
ADAM21	0.409113784810921	0.0714870420896125
ADAM21P1	0.0531768015218101	0
ADAM22	0	0.301168768794917
ADAM23	0.509481625420769	0.828852986473432
ADAM28	0	0.15619576419361
ADAM29	0	0
ADAM30	0	0
ADAM32	0.604585989174688	1.33814641554716
ADAM33	22.1075974761004	0
ADAM3A	0	0
ADAM5	0	0
ADAM6	0	0
ADAM7	0	0
ADAM8	0.232563339419362	1.27717118149361
ADAM9	261.684553661982	163.966720613697
ADAMDEC1	0	0
ADAMTS1	100.600885792216	0.163979755314561
ADAMTS10	0.702943869632706	5.17640011826204
ADAMTS12	13.5856480837222	2.00720533756846
ADAMTS13	0.479211796227921	0.436881972931047
ADAMTS14	0.498331010181127	0.0725637773279498
ADAMTS15	1.22970884422489	1.20867082172402
ADAMTS16	0.0439935728203059	0.307491021680547
ADAMTS17	0	0.0301630220387618
ADAMTS18	0	0.0323087446591763
ADAMTS19	0.0214974515429663	0
ADAMTS2	19.4105361760939	0
ADAMTS20	0	0
ADAMTS3	0.544530447583336	0
ADAMTS4	2.67037832263861	0
ADAMTS5	1.82732123269809	0
ADAMTS6	10.8560260432188	0.0788203117668984
ADAMTS7	1.0759108733809	0.557039168803654
ADAMTS8	0	0.104159007138779
ADAMTS9	0.494210802262103	0.157011968681971
ADAMTS9-AS2	0.0490126415466549	0
ADAMTSL1	10.9903973856408	0.0238858423550331
ADAMTSL2	0	0
ADAMTSL3	0	0.0521008914558654
ADAMTSL4	1.28648720010602	0.216150052297306
ADAMTSL4-AS1	1.26634987810078	2.21277332607614
ADAMTSL5	3.40690403057412	0.200666262962266
ADAP1	1.88446009257391	2.12662353544304
ADAP2	0	2.22408772584425
ADAR	24.8752283616868	31.5505508958176
ADARB1	1.4946562503847	0.553998561987041
ADARB2	0	0
ADARB2-AS1	0	0
ADAT1	7.57976680934487	8.21165602355095
ADAT2	0.741946375280527	0.737196991081206
ADAT3	1.67650999871717	2.57793542668477
ADCK1	2.25356730443846	4.280218309549
ADCK2	8.6902991634692	16.4774597761799
ADCK3	3.44426271417442	10.7938306968101
ADCK4	7.15505545796725	28.5332705553519
ADCK5	8.00374200705359	5.88353211788923
ADCY1	0.0168728932553516	0.530695345691513
ADCY10	0.0202127114915863	0
ADCY10P1	0.14373878950726	0.0418606480515945
ADCY2	0	0
ADCY3	11.4009117711162	13.8754796405881
ADCY4	4.92214261144341	0
ADCY5	0.104801369222134	0.48833618230646
ADCY6	9.59208817192934	8.2379071669108
ADCY7	5.46538496371923	6.49889077874985
ADCY8	0	0
ADCY9	3.83909491297738	3.32948397041784
ADCYAP1	0	0
ADCYAP1R1	0	0
ADD1	45.2576926622884	21.1315868054451
ADD2	0.0183807746019691	7.67617602433233
ADD3	29.3281359886601	9.36638353678632
ADD3-AS1	0.085416540797386	0
ADGB	0	0
ADH1A	0	0
ADH1B	0	0
ADH1C	0.0622676326567565	0
ADH4	0	0
ADH5	105.938171861406	72.4603698254367
ADH6	0.0363383682070961	0.253985326716781
ADH7	0	0
ADHFE1	0.347387845348221	0.202337592815044
ADI1	101.220133438338	72.1586440376649
ADIG	0	0
ADIPOQ	0	0
ADIPOQ-AS1	0	0
ADIPOR1	41.1332701283929	36.4502113564085
ADIPOR2	17.4216716361007	27.7969513501625
ADIRF	35.32529361004	0.568904352892522
ADK	26.8787588053085	15.7601976574175
ADM	250.597057192331	68.4811232817475
ADM2	1.46332481928567	0.130014921003791
ADM5	0.309685562606636	1.98415503930619
ADNP	4.48338433033284	6.78175935512615
ADNP2	5.56365866934488	8.37836632585621
ADO	11.9641661596339	10.0184010701959
ADORA1	0.896653910257294	0.652825063610801
ADORA2A	0.036904808375692	0
ADORA2A-AS1	0.0290416238711112	0
ADORA2B	2.42913210817845	5.35625109944507
ADORA3	0.0320312027990197	0
ADPGK	26.3609392977482	40.1496848008845
ADPGK-AS1	0.0399362264454225	0.069783097191987
ADPRH	1.77709147973893	1.50085849204077
ADPRHL1	0.652432794339481	4.64784369597008
ADPRHL2	28.3737526990011	18.6345718083208
ADPRM	5.39495159428668	5.15339415306769
ADRA1A	0	0
ADRA1B	0.677036080476616	3.54908403809371
ADRA1D	0.531448635028781	0.714333731390948
ADRA2A	0.281265727057508	0
ADRA2B	0	0
ADRA2C	0.556495092062683	3.69511662218541
ADRB1	0	1.3968083281697
ADRB2	0.960465267662915	0.0932378765519591
ADRB3	0	0
ADRBK1	12.3764150809184	15.1215873922212
ADRBK2	0.265212969821417	2.1064700691006
ADRM1	97.200537038005	124.923849204802
ADSL	78.6934324249466	109.759267356154
ADSS	36.066046979698	36.1491564385628
ADSSL1	0.844233252067187	2.12057443748964
ADTRP	0.353018118368451	0
AEBP1	9.24295224680201	0.0936278012509463
AEBP2	3.92572830441246	5.54681744070208
AEN	40.2798550879447	59.5600079966074
AES	52.2298971945566	42.6819388229799
AFAP1	19.9914042030724	12.2987037573938
AFAP1-AS1	0.833792204780137	0.616396809914026
AFAP1L1	2.10383812326497	2.58693413890419
AFAP1L2	0	13.0177609886491
AFF1	2.12483234423971	2.33772295024912
AFF2	0.0157094972256281	0
AFF3	0.851348446203334	0
AFF4	13.9906557094327	8.97841052674855
AFG3L1P	1.28816665409275	3.42527524375891
AFG3L2	35.619660856955	41.8513631710116
AFM	0	0
AFMID	7.14886341799351	12.6688484004117
AFP	0.699495634247368	1.03423101110081
AFTPH	9.61169717834918	18.1831541149335
AGA	20.0328927204572	11.8197829840092
AGAP1	1.03646965701446	3.67248614939356
AGAP11	0.277202900456041	0
AGAP2	0.215371304251814	0.0940829792563687
AGAP2-AS1	0.641043038358407	0.871216182012975
AGAP3	12.4693952909203	10.1474965133492
AGAP4	0.150891706985337	0.197746975451211
AGAP5	0.495437131796253	0.865708670995878
AGAP6	1.02444223134347	1.30813010666007
AGAP7	0	0
AGAP9	0.0228890478177106	0
AGBL1	0	0
AGBL1-AS1	0	0
AGBL2	0.0914152961807503	0.266226225577152
AGBL3	0.18584656914107	0.974224433664924
AGBL4	0	0
AGBL5	8.61892853191629	15.7882255675195
AGER	0.119545652597878	0.104444844150685
AGFG1	9.08799096379341	20.0463465214468
AGFG2	2.11049517087936	4.59983886245793
AGGF1	12.6742066793985	16.091106429944
AGK	9.54659774037474	15.0459458197959
AGL	3.15496188918838	3.11697834124208
AGMAT	1.34964648590722	11.6706741869119
AGMO	0	0.850237029434619
AGO1	5.31462884891632	4.7453441646218
AGO2	6.94546161238153	10.1682051490704
AGO3	4.56528560577314	3.46378968527529
AGO4	3.04664862748984	0.972840985164974
AGPAT1	1.50861550743171	0.987085678502265
AGPAT2	23.6598832607545	33.3207500852711
AGPAT3	13.2542573328105	8.21992637498125
AGPAT4	1.2315936425646	0.773767750109473
AGPAT4-IT1	0.117736312990991	0.308592171960889
AGPAT5	5.33562768454003	20.7184002223787
AGPAT6	21.8953643525648	21.1845724528865
AGPAT9	0.262153585494041	21.5950849360526
AGPS	12.0088729185808	20.6851613500795
AGR2	0	398.553383937317
AGR3	0	0.769400967827015
AGRN	15.476914779049	20.674405594746
AGRP	0.429892458618423	0.250392771108616
AGT	0.0422772086633025	0
AGTPBP1	4.36782676767488	9.69835062924577
AGTR1	2.12209839276436	0.222484613455824
AGTR2	0	0
AGTRAP	24.6192729833596	34.50467417255
AGXT	0	0
AGXT2	0	0
AHCTF1	7.26040596777781	9.65330408778954
AHCTF1P1	0.0493066619203926	0.0861566524244701
AHCY	73.3079771538784	178.927285459871
AHCYL1	20.5574550542779	24.268059279072
AHCYL2	1.51284722370783	3.20523616706498
AHDC1	0.462992350330659	0.299635499988267
AHI1	4.32432155033801	4.41046298939785
AHNAK	75.9650794722915	17.1543361974174
AHNAK2	2.59923326700074	15.319497428002
AHR	15.0715130296478	12.0233501252027
AHRR	8.5613144025142	0.505396173979856
AHSA1	86.3575965038705	187.562366487659
AHSA2	6.40835832527827	18.0547673501525
AHSG	0	0.121518841661908
AHSP	0	0
AICDA	0	0.0682318056803687
AIDA	7.23374893652095	4.25567420055098
AIF1	0	0
AIF1L	0.0617031668649672	1.56335883151102
AIFM1	11.375234319108	30.1090343305886
AIFM2	7.79580770375402	20.6093105896126
AIFM3	0.0869162725591917	0.835308685741434
AIG1	4.01220825236081	2.981598443182
AIM1	9.10924540566918	0.27791868912215
AIM1L	0	0.291366133653663
AIM2	0.0736847696323864	0
AIMP1	19.6975640220856	20.6044522076214
AIMP2	23.9324493011935	51.8426382716737
AIP	44.201493544662	58.7800601386519
AIPL1	0	0
AIRE	0	0
AIRN	0.0188974647781827	0.0330207367764269
AJAP1	1.15157496467775	0
AJUBA	39.3942435966052	48.0788863792216
AK1	24.8762913637009	13.3099442030645
AK2	23.1304968884957	30.2469948872071
AK3	14.1887187946059	14.6859458380983
AK4	0.18103242474027	1.76617258690272
AK5	18.8568877218674	1.23341624286837
AK7	0	1.27561460479466
AK8	0	0.54552844541581
AK9	0.49298456178494	0.506719494188653
AKAP1	3.23205168888173	20.5031293607133
AKAP10	10.873965127492	17.3527420181437
AKAP11	5.55138540485686	4.37953561902706
AKAP12	9.2005372220616	17.1166822012539
AKAP13	6.4218229242525	12.2451975952786
AKAP14	0.120338220460406	0
AKAP17A	0	0
AKAP2	0.107493320165915	0
AKAP3	0.163326468981204	0.0570781361855274
AKAP4	0	0
AKAP5	0.369457821028015	1.37918732212795
AKAP6	1.98431031703944	0.220146734070238
AKAP7	1.42010258714866	0.33085802267612
AKAP8	10.1839074923492	12.6182630813138
AKAP8L	21.4443010712167	19.4117205160459
AKAP9	7.53648037499533	6.56148880900755
AKIP1	25.3852014303459	31.7372426361177
AKIRIN1	36.4221027049493	26.0165542990915
AKIRIN2	6.89493664817509	5.82647216217455
AKNA	1.24278107857629	0.620454305803717
AKNAD1	0.033706620091819	0.117795423115165
AKR1A1	48.001919710531	45.3322555795625
AKR1B1	157.317514035243	990.566791179692
AKR1B10	1.64801144287516	4481.49382136771
AKR1B15	0.0675177244368674	22.8877310429352
AKR1C1	8.66479106373483	589.647560693882
AKR1C2	0.552022177130101	718.568628657888
AKR1C3	0.608105068367177	1382.22402180854
AKR1C4	0	2.09119237409394
AKR1C6P	0.157151644324195	0.274601018820416
AKR1CL1	0	0.0898058074764268
AKR1D1	0	0.070454833781025
AKR1E2	2.37170412720229	14.6728100597845
AKR7A2	20.5970934997066	12.458286574761
AKR7A2P1	0.329270111917361	0.575354515623729
AKR7A3	0.176509059184226	0
AKR7L	0.141620402492415	0.0824874321814254
AKT1	93.9159225402004	65.5714617171045
AKT1S1	7.21688705088803	11.089656529286
AKT2	24.3730427351905	45.3245968799789
AKT3	13.1115439467241	8.52005323259021
AKTIP	7.97594326478304	11.2699386489936
ALAD	9.13561015813102	4.68094716850167
ALAS1	16.8715171464345	28.9347318613875
ALAS2	0	0.0896788435638777
ALB	0	0
ALCAM	124.084757962753	27.4506418186278
ALDH16A1	10.5768296714147	22.3010874675955
ALDH18A1	52.3191808853655	43.6940836805968
ALDH1A1	210.416179745275	5878.01068770559
ALDH1A2	0.028773075169529	0
ALDH1A3	1.03213697703906	9.45480802566366
ALDH1B1	16.0448345702521	46.8923306936658
ALDH1L1	0.0624103664851961	0.10905358512467
ALDH1L1-AS1	0	0
ALDH1L1-AS2	0.0938441098807989	0
ALDH1L2	10.2298695048918	0.86085008055437
ALDH2	16.6524699651768	57.6380428658427
ALDH3A1	0	699.654284576924
ALDH3A2	6.33573162282498	112.204307808106
ALDH3B1	11.0702251881634	67.9591770148583
ALDH3B2	0.0406669490353499	0.0710599350420271
ALDH4A1	13.0347525107361	9.46886057500577
ALDH5A1	0.189989301347161	2.98782302567289
ALDH6A1	3.42372815026544	3.58162648394455
ALDH7A1	18.4905621688526	8.89968613049739
ALDH8A1	0	0.149195222299136
ALDH9A1	54.2561474490427	45.3382941274533
ALDOA	215.876523560166	283.993966298608
ALDOB	0	0
ALDOC	8.8212606003147	1.73841509783083
ALG1	10.5823055612982	10.2890291458863
ALG10	2.02194404352327	3.53307085482324
ALG10B	0.681271337459044	1.60613375172442
ALG11	4.84783061495512	2.89794679252612
ALG12	12.2133363190507	12.079888237995
ALG13	2.2483837835699	4.06515805022792
ALG14	15.8239617246439	15.1805076045338
ALG1L	0.357459812417945	0.416408109502294
ALG1L2	0	0
ALG1L9P	0.028184805775535	0.246245478833525
ALG2	14.5888934382675	14.2755744653486
ALG3	7.04932449970747	11.0650804391169
ALG5	27.1586258146302	28.7899651701944
ALG6	2.33648344612635	3.96927753962407
ALG8	20.0301541158474	35.8804586291907
ALG9	5.32407928593815	4.17923915195729
ALK	0.0349281877859741	0.0610322341380848
ALKBH1	5.15181966693811	7.00983252192404
ALKBH2	14.1495757544706	43.3874213273874
ALKBH3	16.6258173861237	18.4317347097016
ALKBH3-AS1	0.113384788669096	0.198124420658562
ALKBH4	7.04444488375042	8.984820870753
ALKBH5	39.9227047309567	44.8414094145171
ALKBH6	14.9324844388832	15.890906174687
ALKBH7	29.0525664573475	19.3596822273881
ALKBH8	5.21030366614881	4.64600544962079
ALLC	0	0
ALMS1	2.19517662410524	3.89478297505487
ALMS1P	0	0
ALOX12	0.650462991993746	1.46133665049739
ALOX12B	0	1.6833804314178
ALOX12P2	0	1.72475987349742
ALOX15	0	0.0712728487050743
ALOX15B	0	0.070454833781025
ALOX15P1	0	0
ALOX5	0.0427585746041096	0
ALOX5AP	0	0.903315693239945
ALOXE3	0.0316863804238194	0.055367618866031
ALPI	0	0.074950179615025
ALPK1	3.04759442494751	2.36286136116582
ALPK2	41.6225414167583	11.5949686678869
ALPK3	0	0.0349075494895989
ALPL	0.0421463194723944	0.0736449326790048
ALPP	0	0.0666311295667186
ALPPL2	0	0
ALS2	15.0897928293829	7.19317815063925
ALS2CL	0.565492676093706	1.66958402794716
ALS2CR11	0.221024400317955	0
ALS2CR12	0.186963243805437	0.163346357118067
ALX1	0.0844888204163438	4.8718779669543
ALX3	5.54135462262553	0.387310392216856
ALX4	0.0199388666269987	1.56781998753473
ALYREF	136.057745198183	285.534971944685
AMACR	0.990585083886218	0.91636519763667
AMBN	0	0
AMBP	0.229598221047085	9.62859622984082
AMBRA1	5.89374131501963	9.29965549891187
AMD1	62.6934445471501	59.4419113941109
AMDHD1	0.0512017346105628	3.22084918548742
AMDHD2	7.57357488716259	10.0509774318247
AMELX	0	0
AMELY	0	0
AMER1	0.748318113015839	1.23994998606091
AMER2	0	0
AMER3	0	0
AMFR	60.8914415730389	57.8431041791349
AMH	0.162304157252857	1.03988254668059
AMHR2	0	0
AMICA1	0	0
AMIGO1	1.4115005526664	0.924901608955278
AMIGO2	16.1648856273472	128.504512945652
AMIGO3	1.75950599017167	2.88234021269427
AMMECR1	5.29853325839693	3.96791256878004
AMMECR1L	9.73232518021821	9.42111336816476
AMN	0.0704893783279399	0.492682216291388
AMN1	1.72722512589038	4.13001766035581
AMOT	0.177251196826259	0
AMOTL1	15.1130529298113	5.71784961400936
AMOTL2	46.8585795528954	28.1424804229749
AMPD1	0	0
AMPD2	19.4303311403606	9.64905111640105
AMPD3	1.48683845616726	0.944744356239602
AMPH	1.59920836294665	0
AMT	0.794572472533823	0.60742797186404
AMTN	0	0
AMY1A	0.0180427583692291	0.0315272541488649
AMY1B	0	0
AMY1C	0	0
AMY2A	0	0
AMY2B	0.390694491539613	0
AMZ1	2.75283685252773	0.0421947906967957
AMZ2	29.020968377604	59.3724120322413
AMZ2P1	1.86949644500534	2.3254399923733
ANAPC1	6.09126151042753	11.3614742811563
ANAPC10	3.75345061605797	4.30716783223875
ANAPC11	54.4192858961151	89.4273202605404
ANAPC13	28.1141855887495	17.1889083491131
ANAPC15	6.13677171085981	4.98400849159055
ANAPC16	12.1617911413113	29.4738426867247
ANAPC1P1	0.062019413164389	0
ANAPC2	11.1054218561841	15.155891437702
ANAPC4	14.7348375083019	11.1474937402098
ANAPC5	67.4543612665871	93.817023244263
ANAPC7	20.5941325345308	36.9282815194045
ANG	0.49465294254353	3.45735362984191
ANGEL1	2.2838146058116	4.2226686295713
ANGEL2	7.60464935418107	10.4992279195889
ANGPT1	40.654248246462	0.483548987403103
ANGPT2	0	0.0723843689777666
ANGPT4	0.0569592518392611	0
ANGPTL1	0.430702048935972	0.0537566401250137
ANGPTL2	2.90049859940661	0
ANGPTL3	0.147970230321559	0.193918314581401
ANGPTL4	0.631173332288376	6.31654682859882
ANGPTL5	0.0461662100536953	0
ANGPTL6	0.117672706122817	0.102808485166153
ANGPTL7	0	0.0832816219004588
ANHX	0	0
ANK1	1.39154505283884	0.824249078689977
ANK2	0.790156122115122	0.631172491020061
ANK3	0.00579503482768409	0.293654907424781
ANKAR	0.818097189631235	0.866371527623713
ANKDD1A	1.09011584598537	0.983137260794567
ANKDD1B	0.085820401510376	0.149959421625334
ANKEF1	1.08563258175062	12.829673676006
ANKFN1	0.0904160145426876	0
ANKFY1	6.94465901877599	9.32197665808233
ANKH	2.49839473204801	1.81126094830003
ANKHD1	0.116338849335312	0.225873597676615
ANKHD1-EIF4EBP3	0.0131006964413169	0
ANKIB1	20.9510807418634	14.065951279832
ANKK1	0	0
ANKLE1	0.543003250940067	0.296507488380412
ANKLE2	29.4136607846537	35.7262131505254
ANKMY1	0.934281580068634	3.53714695246373
ANKMY2	14.8488852896988	11.888983285173
